NOM_COMPLET;Nom commercial;DOSAGE;FORME;PRESENTATION;DCI;FABRIQUANT;PPV;PH;PFHT;UNITES_PAR_BOITE
WELLBUTRIN XR 150 MG BOITE DE 30 COMPRIME A LIBERATION MODIFIEE;WELLBUTRIN XR;150 MG;COMPRIME A LIBERATION MODIFIEE;BOITE DE 30;BUPROPION (CHLORHYDRATE);GSK;251,00;156,90;149,42;30
WELLBUTRIN XR 150 MG BOITE DE 7 COMPRIME A LIBERATION MODIFIEE;WELLBUTRIN XR;150 MG;COMPRIME A LIBERATION MODIFIEE;BOITE DE 7;BUPROPION (CHLORHYDRATE);GSK;73,40;45,80;43,67;7
WELLBUTRIN XR 150 MG BOITE DE 90 COMPRIME A LIBERATION MODIFIEE;WELLBUTRIN XR;150 MG;COMPRIME A LIBERATION MODIFIEE;BOITE DE 90;BUPROPION (CHLORHYDRATE);GSK;669,00;444,00;423,50;90
WELLBUTRIN XR 300 MG BOITE DE 30 COMPRIME A LIBERATION MODIFIEE;WELLBUTRIN XR;300 MG;COMPRIME A LIBERATION MODIFIEE;BOITE DE 30;BUPROPION (CHLORHYDRATE);GSK;468,00;311,00;296,57;30
WELLBUTRIN XR 300 MG BOITE DE 7 COMPRIME A LIBERATION MODIFIEE;WELLBUTRIN XR;300 MG;COMPRIME A LIBERATION MODIFIEE;BOITE DE 7;BUPROPION (CHLORHYDRATE);GSK;110,20;68,90;65,59;7
WELLBUTRIN XR 300 MG BOITE DE 90 COMPRIME A LIBERATION MODIFIEE;WELLBUTRIN XR;300 MG;COMPRIME A LIBERATION MODIFIEE;BOITE DE 90;BUPROPION (CHLORHYDRATE);GSK;1 076,00;799,00;761,18;90
ZANTAC 75 MG BOITE DE 12 COMPRIME EFFERVESCENT;ZANTAC;75 MG;COMPRIME EFFERVESCENT;BOITE DE 12;RANITIDINE;GSK;47,40;29,60;28,20;12
ZANTAC 75 MG BOITE DE 10 COMPRIME PELLICULE;ZANTAC;75 MG;COMPRIME PELLICULE;BOITE DE 10;RANITIDINE;GSK;44,60;27,90;26,54;10
ZEFFIX 100 MG BOITE DE 28 COMPRIME PELLICULE;ZEFFIX;100 MG;COMPRIME PELLICULE;BOITE DE 28;LAMIVUDINE;GSK;629,00;418,00;398,19;28
ZELITREX 1 G BOITE DE 21 COMPRIME ENROBE;ZELITREX;1 G;COMPRIME ENROBE;BOITE DE 21;VALACICLOVIR;GSK;601,00;399,00;380,86;21
ZELITREX 250 MG BOITE DE 20 COMPRIME ENROBE;ZELITREX;250 MG;COMPRIME ENROBE;BOITE DE 20;VALACICLOVIR;GSK;203,00;126,90;120,88;20
ZELITREX 250 MG BOITE DE 30 COMPRIME ENROBE;ZELITREX;250 MG;COMPRIME ENROBE;BOITE DE 30;VALACICLOVIR;GSK;295,00;196,60;187,23;30
ZELITREX 250 MG BOITE DE 60 COMPRIME ENROBE;ZELITREX;250 MG;COMPRIME ENROBE;BOITE DE 60;VALACICLOVIR;GSK;562,00;373,00;355,74;60
ZELITREX 500 MG BOITE DE 10 COMPRIME ENROBE;ZELITREX;500 MG;COMPRIME ENROBE;BOITE DE 10;VALACICLOVIR;GSK;192,90;120,60;114,82;10
ZELITREX 500 MG BOITE DE 42 COMPRIME ENROBE;ZELITREX;500 MG;COMPRIME ENROBE;BOITE DE 42;VALACICLOVIR;GSK;725,00;482,00;459,37;42
ZENTEL 0,4 G / 10 ML FLACON DE 10ML SUSPENSION BUVABLE;ZENTEL;0,4 G / 10 ML;SUSPENSION BUVABLE;FLACON DE 10ML;ALBENDAZOLE;GSK;42,90;26,80;25,53;1
ZENTEL 400 MG BOITE DE 1 COMPRIME PELLICULE;ZENTEL;400 MG;COMPRIME PELLICULE;BOITE DE 1;ALBENDAZOLE;GSK;34,90;21,80;20,76;1
ZIAGEN 20 MG / ML FLACON DE 240ML SOLUTION BUVABLE;ZIAGEN;20 MG / ML;SOLUTION BUVABLE;FLACON DE 240ML;ABACAVIR;GSK;1 017,00;738,00;703,46;1
ZIAGEN 300 MG BOITE DE 60 COMPRIME PELLICULE;ZIAGEN;300 MG;COMPRIME PELLICULE;BOITE DE 60;ABACAVIR;GSK;2 867,00;2 540,00;2 419,05;60
ZINNAT 125 MG / 5 ML FLACON DE 50ML SUSPENSION;ZINNAT;125 MG / 5 ML;SUSPENSION;FLACON DE 50ML;CEFUROXIME AXETIL;GSK;86,80;54,20;51,66;1
ZINNAT 125 MG / ML FLACON DE 100 ML SUSPENSION;ZINNAT;125 MG / ML;SUSPENSION;FLACON DE 100 ML;CEFUROXIME AXETIL;GSK;156,00;97,20;86,80;1
ZINNAT 125 MG BOITE DE 10 COMPRIME PELLICULE;ZINNAT;125 MG;COMPRIME PELLICULE;BOITE DE 10;CEFUROXIME AXETIL;GSK;64,10;40,00;38,15;10
ZINNAT 250 MG / 5 ML FLACON DE 50ML SUSPENSION;ZINNAT;250 MG / 5 ML;SUSPENSION;FLACON DE 50ML;CEFUROXIME AXETIL;GSK;98,50;61,60;58,65;1
ZINNAT 250 MG BOITE DE 14 COMPRIME PELLICULE;ZINNAT;250 MG;COMPRIME PELLICULE;BOITE DE 14;CEFUROXIME AXETIL;GSK;130,10;81,30;77,43;14
ZINNAT 500 MG BOITE DE 10 COMPRIME PELLICULE;ZINNAT;500 MG;COMPRIME PELLICULE;BOITE DE 10;CEFUROXIME AXETIL;GSK;131,90;82,50;78,54;10
ZINNAT 750 MG BOITE DE 1 FLACON POUDRE POUR SOLUTION INJECTABLE;ZINNAT;750 MG;POUDRE POUR SOLUTION INJECTABLE;BOITE DE 1 FLACON;CEFUROXIME (SODIQUE);GSK;55,50;34,70;33,06;1
ZOPHREN 2 MG / ML BOITE DE 1 AMPOULE DE 4 ML INJECTABLE;ZOPHREN;2 MG / ML;INJECTABLE;BOITE DE 1 AMPOULE DE 4 ML;ONDANSETRON (CHLOHYDRATE);GSK;205,00;128,10;114,36;1
ZOPHREN 2 MG / ML BOITE DE 1 AMPOULES DE 2 ML INJECTABLE;ZOPHREN;2 MG / ML;INJECTABLE;BOITE DE 1 AMPOULES DE 2 ML;ONDANSETRON (CHLOHYDRATE);GSK;119,50;74,50;66,50;1
ZOPHREN 2 MG / ML BOITE DE 5 AMPOULES DE 2 ML INJECTABLE;ZOPHREN;2 MG / ML;INJECTABLE;BOITE DE 5 AMPOULES DE 2 ML;ONDANSETRON (CHLOHYDRATE);GSK;461,00;305,00;272,94;5
ZOPHREN 2 MG / ML BOITE DE 5 AMPOULES DE 4 ML INJECTABLE;ZOPHREN;2 MG / ML;INJECTABLE;BOITE DE 5 AMPOULES DE 4 ML;ONDANSETRON (CHLOHYDRATE);GSK;793,00;525,00;469,13;5
ZOPHREN 4 MG BOITE DE 10 COMPRIME PELLICULE;ZOPHREN;4 MG;COMPRIME PELLICULE;BOITE DE 10;ONDANSETRON (CHLOHYDRATE);GSK;418,00;277,00;264,76;10
ZOPHREN 8 MG BOITE DE 10 COMPRIME PELLICULE;ZOPHREN;8 MG;COMPRIME PELLICULE;BOITE DE 10;ONDANSETRON (CHLOHYDRATE);GSK;569,00;378,00;360,63;10
ZOVIRAX 0,03 TUBE DE 4,5 G POMMADE OPHTALMIQUE;ZOVIRAX;0,03;POMMADE OPHTALMIQUE;TUBE DE 4,5 G;ACICLOVIR;GSK;79,70;49,80;47,45;1
ZOVIRAX 0,05 TUBE DE 10 G CREME DERMIQUE;ZOVIRAX;0,05;CREME DERMIQUE;TUBE DE 10 G;ACICLOVIR;GSK;150,00;93,50;83,44;1
ZOVIRAX 0,05 TUBE DE 2 G CREME DERMIQUE;ZOVIRAX;0,05;CREME DERMIQUE;TUBE DE 2 G;ACICLOVIR;GSK;42,00;26,30;25,03;1
ZOVIRAX 200 MG BOITE DE 25 COMPRIME;ZOVIRAX;200 MG;COMPRIME;BOITE DE 25;ACICLOVIR;GSK;193,50;120,90;115,17;25
ZOVIRAX 250 MG BOITE DE 1 POUDRE POUR SOLUTION INJECTABLE;ZOVIRAX;250 MG;POUDRE POUR SOLUTION INJECTABLE;BOITE DE 1;ACICLOVIR;GSK;160,20;100,10;95,35;1
ZYBAN 150 MG BOITE DE 30 COMPRIME PELLICULE A LIBERATION PROLONGEE;ZYBAN;150 MG;COMPRIME PELLICULE A LIBERATION PROLONGEE;BOITE DE 30;BUPROPION (CHLORHYDRATE);GSK;325,00;216,00;206,07;30
AMIODARONE AGUETTANT 50 MG / ML BOITE DE 10 AMPOULE DE 3 ML SOLUTION INJECTABLE;AMIODARONE AGUETTANT;50 MG / ML;SOLUTION INJECTABLE;BOITE DE 10 AMPOULE DE 3 ML;AMIODARONE (CHLORHYDRATE);HEMOLAB PHARMA;76,20;47,60;45,36;10
BUPIVACAINE AGUETTANT 0,0025 BOITE DE 10 FLACON DE 20 ML SOLUTION INJECTABLE;BUPIVACAINE AGUETTANT;0,0025;SOLUTION INJECTABLE;BOITE DE 10 FLACON DE 20 ML;BUPIVACAINE;HEMOLAB PHARMA;220,00;137,90;131,38;10
BUPIVACAINE AGUETTANT 0,005 BOITE DE 10 FLACON DE 20 ML SOLUTION INJECTABLE;BUPIVACAINE AGUETTANT;0,005;SOLUTION INJECTABLE;BOITE DE 10 FLACON DE 20 ML;BUPIVACAINE;HEMOLAB PHARMA;220,00;137,90;131,38;10
BUPIVACAINE POUR RACHIANESTHESIE AGUETTANT 5 MG / ML BOITE DE 1 AMPOULE DE 4 ML SOLUTION INJECTABLE;BUPIVACAINE POUR RACHIANESTHESIE AGUETTANT;5 MG / ML;SOLUTION INJECTABLE;BOITE DE 1 AMPOULE DE 4 ML;BUPIVACAINE;HEMOLAB PHARMA;38,00;23,70;21,14;1
BUPIVACAINE POUR RACHIANESTHESIE AGUETTANT 5 MG / ML BOITE DE 20 AMPOULE DE 4 ML SOLUTION INJECTABLE;BUPIVACAINE POUR RACHIANESTHESIE AGUETTANT;5 MG / ML;SOLUTION INJECTABLE;BOITE DE 20 AMPOULE DE 4 ML;BUPIVACAINE;HEMOLAB PHARMA;675,00;448,00;427,24;20
CARBOPLATINE AGUETTANT 10 MG / ML BOITE DE 1 FLACON DE 15 ML SOLUTE INJECTABLE;CARBOPLATINE AGUETTANT;10 MG / ML;SOLUTE INJECTABLE;BOITE DE 1 FLACON DE 15 ML;CARBOPLATINE;HEMOLAB PHARMA;1 096,00;820,00;781,20;1
CARBOPLATINE AGUETTANT 10 MG / ML BOITE DE 1 FLACON DE 45 ML SOLUTE INJECTABLE;CARBOPLATINE AGUETTANT;10 MG / ML;SOLUTE INJECTABLE;BOITE DE 1 FLACON DE 45 ML;CARBOPLATINE;HEMOLAB PHARMA;2 713,00;2 381,00;2 268,00;1
CARBOPLATINE AGUETTANT 10 MG / ML BOITE DE 1 FLACON DE 5 ML SOLUTE INJECTABLE;CARBOPLATINE AGUETTANT;10 MG / ML;SOLUTE INJECTABLE;BOITE DE 1 FLACON DE 5 ML;CARBOPLATINE;HEMOLAB PHARMA;467,00;310,00;296,10;1
CEFTRIAXONE AGUETTANT 1 G BOITE DE 1 FLACON POUDRE POUR SOLUTION INJECTABLE;CEFTRIAXONE AGUETTANT;1 G;POUDRE POUR SOLUTION INJECTABLE;BOITE DE 1 FLACON;CEFTRIAXONE (SODIQUE);HEMOLAB PHARMA;84,10;52,60;50,07;1
CEFTRIAXONE AGUETTANT 1 G / 3,5 ML BOITE DE 1 FLACON POUDRE POUR SOLUTION INJECTABLE AVEC 1 AMPOULE DE 3,5ML;CEFTRIAXONE AGUETTANT;1 G / 3,5 ML;POUDRE POUR SOLUTION INJECTABLE AVEC 1 AMPOULE DE 3,5ML;BOITE DE 1 FLACON;CEFTRIAXONE (SODIQUE);HEMOLAB PHARMA;84,10;52,60;50,07;1
CEFTRIAXONE AGUETTANT 2 G BOITE DE 1 FLACON POUDRE POUR SOLUTION INJECTABLE;CEFTRIAXONE AGUETTANT;2 G;POUDRE POUR SOLUTION INJECTABLE;BOITE DE 1 FLACON;CEFTRIAXONE (SODIQUE);HEMOLAB PHARMA;121,50;75,90;72,32;1
CHLORURE DE SODIUM MEGDICH PHARMA 0,009 POCHE DE 1 L SOLUTION INJECTABLE;CHLORURE DE SODIUM MEGDICH PHARMA;0,009;SOLUTION INJECTABLE;POCHE DE 1 L;CHLORURE DE SODIUM;HEMOLAB PHARMA;23,40;14,60;13,96;1
CHLORURE DE SODIUM MEGDICH PHARMA 0,009 POCHE DE 3 L SOLUTION INJECTABLE;CHLORURE DE SODIUM MEGDICH PHARMA;0,009;SOLUTION INJECTABLE;POCHE DE 3 L;CHLORURE DE SODIUM;HEMOLAB PHARMA;77,00;48,10;45,84;1
CIPROFLOXACINE AGUETTANT 200 MG / 100 ML BOITE DE 20 POCHES DE 100 ML SOLUTION POUR PERFUSION;CIPROFLOXACINE AGUETTANT;200 MG / 100 ML;SOLUTION POUR PERFUSION;BOITE DE 20 POCHES DE 100 ML;CIPROFLOXACINE (CHLORHYDRATE);HEMOLAB PHARMA;1 331,00;1 061,00;1 011,13;20
CIPROFLOXACINE AGUETTANT 400 MG / 200 ML BOITE DE 20 POCHES DE 200ML SOLUTION POUR PERFUSION;CIPROFLOXACINE AGUETTANT;400 MG / 200 ML;SOLUTION POUR PERFUSION;BOITE DE 20 POCHES DE 200ML;CIPROFLOXACINE (CHLORHYDRATE);HEMOLAB PHARMA;1 722,00;1 464,00;1 394,75;20
CLAIRYG 50 MG / ML FLACON DE 100 ML SOLUTION POUR PERFUSION;CLAIRYG;50 MG / ML;SOLUTION POUR PERFUSION;FLACON DE 100 ML;IMMUNOGLOBULINE HUMAINE NORMALE;HEMOLAB PHARMA;2 851,00;2 523,00;2 403,25;1
CLAIRYG 50 MG / ML FLACON DE 20 ML SOLUTION POUR PERFUSION;CLAIRYG;50 MG / ML;SOLUTION POUR PERFUSION;FLACON DE 20 ML;IMMUNOGLOBULINE HUMAINE NORMALE;HEMOLAB PHARMA;838,00;555,00;495,94;1
CLAIRYG 50 MG / ML FLACON DE 200 ML SOLUTION POUR PERFUSION;CLAIRYG;50 MG / ML;SOLUTION POUR PERFUSION;FLACON DE 200 ML;IMMUNOGLOBULINE HUMAINE NORMALE;HEMOLAB PHARMA;5 302,00;5 046,00;4 806,51;1
CLAIRYG 50 MG / ML FLACON DE 400 ML SOLUTION POUR PERFUSION;CLAIRYG;50 MG / ML;SOLUTION POUR PERFUSION;FLACON DE 400 ML;IMMUNOGLOBULINE HUMAINE NORMALE;HEMOLAB PHARMA;10 517,00;10 318,00;9 918,92;1
CLAIRYG 50 MG / ML FLACON DE 50 ML SOLUTION POUR PERFUSION;CLAIRYG;50 MG / ML;SOLUTION POUR PERFUSION;FLACON DE 50 ML;IMMUNOGLOBULINE HUMAINE NORMALE;HEMOLAB PHARMA;1 525,00;1 261,00;1 201,68;1
CLOTTAFACT 1,5 G / 100 ML FLACON DE 100 ML SOLUTION INJECTABLE;CLOTTAFACT;1,5 G / 100 ML;SOLUTION INJECTABLE;FLACON DE 100 ML;FIBRINOGENE HUMAIN;HEMOLAB PHARMA;7 356,00;7 161,00;6 820,00;1
DOBUTAMINE AGUETTANT 250 MG / 20 ML BOITE DE 10 FL LYOPHILISAT;DOBUTAMINE AGUETTANT;250 MG / 20 ML;LYOPHILISAT;BOITE DE 10 FL;DOBUTAMINE (CHLORHYDRATE);HEMOLAB PHARMA;1 463,00;1 197,00;1 140,30;10
DOBUTAMINE AGUETTANT 250 MG / 20 ML BOITE DE 10 AMPOULES DE 20 ML SOLUTION POUR PERFUSION;DOBUTAMINE AGUETTANT;250 MG / 20 ML;SOLUTION POUR PERFUSION;BOITE DE 10 AMPOULES DE 20 ML;DOBUTAMINE (CHLORHYDRATE);HEMOLAB PHARMA;802,00;533,00;508,16;10
DOPAMINE AGUETTANT 10 MG / ML BOITE DE 50 AMPOULES DE 5 ML SOLUTION INJECTABLE IV;DOPAMINE AGUETTANT;10 MG / ML;SOLUTION INJECTABLE IV;BOITE DE 50 AMPOULES DE 5 ML;DOPAMINE;HEMOLAB PHARMA;518,00;344,00;328,00;50
DOPAMINE AGUETTANT 40 MG / ML BOITE DE 50 AMPOULES DE 5 ML SOLUTION INJECTABLE IV;DOPAMINE AGUETTANT;40 MG / ML;SOLUTION INJECTABLE IV;BOITE DE 50 AMPOULES DE 5 ML;DOPAMINE;HEMOLAB PHARMA;747,00;496,00;473,00;50
EPHEDRINE AGUETTANT 0,03 BOITE DE 10 AMPOULES DE 1 ML SOLUTE INJECTABLE;EPHEDRINE AGUETTANT;0,03;SOLUTE INJECTABLE;BOITE DE 10 AMPOULES DE 1 ML;EPHEDRINE (CHLORHYDRATE);HEMOLAB PHARMA;139,20;87,00;82,84;10
EPHEDRINE AGUETTANT 30 MG / ML BOITE DE 5 AMPOULES DE 1 ML SOLUTION INJECTABLE;EPHEDRINE AGUETTANT;30 MG / ML;SOLUTION INJECTABLE;BOITE DE 5 AMPOULES DE 1 ML;EPHEDRINE (CHLORHYDRATE);HEMOLAB PHARMA;83,20;52,00;49,51;5
FACTANE 100 UI / ML FLACON DE 10ML SOLUTION INJECTABLE;FACTANE;100 UI / ML;SOLUTION INJECTABLE;FLACON DE 10ML;FACTEUR VIII DE COAGULATION;HEMOLAB PHARMA;5 550,00;5 301,00;5 049,49;1
FACTANE 100 UI / ML FLACON DE 2,5 ML SOLUTION INJECTABLE;FACTANE;100 UI / ML;SOLUTION INJECTABLE;FLACON DE 2,5 ML;FACTEUR VIII DE COAGULATION;HEMOLAB PHARMA;1 688,00;1 429,00;1 361,00;1
FACTANE 100 UI / ML FLACON DE 5 ML SOLUTION INJECTABLE;FACTANE;100 UI / ML;SOLUTION INJECTABLE;FLACON DE 5 ML;FACTEUR VIII DE COAGULATION;HEMOLAB PHARMA;2 906,00;2 580,00;2 457,18;1
FLUCONAZOLE AGUETTANT 2 MG / ML 10 POCHES DE 200 ML SOLUTE INJECTABLE;FLUCONAZOLE AGUETTANT;2 MG / ML;SOLUTE INJECTABLE;10 POCHES DE 200 ML;FLUCONAZOLE;HEMOLAB PHARMA;1 305,00;1 034,00;985,31;10
FLUCONAZOLE AGUETTANT 2 MG / ML 10 POCHES DE 100 ML SOLUTE INJECTABLE;FLUCONAZOLE AGUETTANT;2 MG / ML;SOLUTE INJECTABLE;10 POCHES DE 100 ML;FLUCONAZOLE;HEMOLAB PHARMA;1 147,00;872,00;831,33;10
FLUCONAZOLE AGUETTANT 2 MG / ML 10 POCHES DE 50 ML SOLUTE INJECTABLE;FLUCONAZOLE AGUETTANT;2 MG / ML;SOLUTE INJECTABLE;10 POCHES DE 50 ML;FLUCONAZOLE;HEMOLAB PHARMA;472,00;314,00;299,28;10
FLUDARABINE PHOSPHATE PCH 25 MG / ML BOITE DE 1 FLACON DE 2 ML CONCENTRE POUR SOLUTION POUR INJECTION OU PERFUSION;FLUDARABINE PHOSPHATE PCH;25 MG / ML;CONCENTRE POUR SOLUTION POUR INJECTION OU PERFUSION;BOITE DE 1 FLACON DE 2 ML;FLUDARABINE (PHOSPHATE);HEMOLAB PHARMA;239,00;149,40;142,32;1
ENOXA 2000 UI ANTI XA / 0,2 ML BOITE DE 2 SERINGUES DE 1 ML SOLUTION INJECTABLE EN SERINGUE PRE-REMPLIE;ENOXA;2000 UI ANTI XA / 0,2 ML;SOLUTION INJECTABLE EN SERINGUE PRE-REMPLIE;BOITE DE 2 SERINGUES DE 1 ML;ENOXAPARINE (SODIQUE);HEMOLAB PHARMA;65,30;40,80;38,87;2
ENOXA 4000 UI ANTI XA / 0,4 ML BOITE DE 2 SERINGUES DE 1 ML SOLUTION INJECTABLE EN SERINGUE PRE-REMPLIE;ENOXA;4000 UI ANTI XA / 0,4 ML;SOLUTION INJECTABLE EN SERINGUE PRE-REMPLIE;BOITE DE 2 SERINGUES DE 1 ML;ENOXAPARINE (SODIQUE);HEMOLAB PHARMA;110,20;68,90;65,60;2
ENOXA 6000 UI ANTI XA / 0,6 ML BOITE DE 2 SERINGUES DE 1 ML SOLUTION INJECTABLE EN SERINGUE PRE-REMPLIE;ENOXA;6000 UI ANTI XA / 0,6 ML;SOLUTION INJECTABLE EN SERINGUE PRE-REMPLIE;BOITE DE 2 SERINGUES DE 1 ML;ENOXAPARINE (SODIQUE);HEMOLAB PHARMA;134,60;84,10;80,12;2
ENOXA 8000 UI ANTI XA / 0,8 ML BOITE DE 2 SERINGUES DE 1 ML SOLUTION INJECTABLE EN SERINGUE PRE-REMPLIE;ENOXA;8000 UI ANTI XA / 0,8 ML;SOLUTION INJECTABLE EN SERINGUE PRE-REMPLIE;BOITE DE 2 SERINGUES DE 1 ML;ENOXAPARINE (SODIQUE);HEMOLAB PHARMA;158,40;99,00;94,29;2
FOLINATE DE CALCIUM AGUETTANT 100 MG BOITE DE 1 FLACON LYOPHILISAT;FOLINATE DE CALCIUM AGUETTANT;100 MG;LYOPHILISAT;BOITE DE 1 FLACON;FOLINATE (DE CALCIUM);HEMOLAB PHARMA;107,50;67,20;63,97;1
FOLINATE DE CALCIUM AGUETTANT 50 MG BOITE DE 10 FL LYOPHILISAT POUR USAGE PARENTERAL;FOLINATE DE CALCIUM AGUETTANT;50 MG;LYOPHILISAT POUR USAGE PARENTERAL;BOITE DE 10 FL;FOLINATE (DE CALCIUM);HEMOLAB PHARMA;632,00;420,00;400,53;10
FOLINATE DE CALCIUM AGUETTANT 50 MG BOITE DE 5 FL LYOPHILISAT POUR USAGE PARENTERAL;FOLINATE DE CALCIUM AGUETTANT;50 MG;LYOPHILISAT POUR USAGE PARENTERAL;BOITE DE 5 FL;FOLINATE (DE CALCIUM);HEMOLAB PHARMA;344,00;228,00;217,85;5
GLUCONATE DE CALCIUM PROAMP 0,1 BOITE DE 50 AMPOULES DE 10ML SOLUTION INJECTABLE;GLUCONATE DE CALCIUM PROAMP;0,1;SOLUTION INJECTABLE;BOITE DE 50 AMPOULES DE 10ML;CALCIUM (GLUCOHEPTONATE) // CALCIUM (GLUCONATE);HEMOLAB PHARMA;271,00;170,00;161,90;50
GLYCOCOLLE MEGDICH PHARMA 0,015 POCHE DE 3 L SOLUTION INJECTABLE;GLYCOCOLLE MEGDICH PHARMA;0,015;SOLUTION INJECTABLE;POCHE DE 3 L;GLYCINE;HEMOLAB PHARMA;83,00;51,90;49,40;1
HEMO-PUR A NAN BIDON DE 5 L SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE;HEMO-PUR A;;SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE;BIDON DE 5 L;CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM // CHLORURE DE CALCIUM // ACIDE ACETIQUE;HEMOLAB PHARMA;63,20;39,50;37,62;1
HEMO-PUR A1 0 BIDON DE 5 L SOLUTE POUR HEMODIALYSE;HEMO-PUR A1;0;SOLUTE POUR HEMODIALYSE;BIDON DE 5 L;CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM  // CHLORURE DE MAGNESIUM  // ACIDE ACETIQUE;HEMOLAB PHARMA;71,70;44,80;42,67;1
HEMO-PUR A1 0 BIDON DE 6 L SOLUTE POUR HEMODIALYSE;HEMO-PUR A1;0;SOLUTE POUR HEMODIALYSE;BIDON DE 6 L;CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM  // CHLORURE DE MAGNESIUM  // ACIDE ACETIQUE;HEMOLAB PHARMA;72,00;45,00;42,86;1
HEMO-PUR A1 0 1000 L TRANSCUVE;HEMO-PUR A1;0;TRANSCUVE;1000 L;SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE;HEMOLAB PHARMA;5 062,00;4 799,00;4 571,20;1
HEMO-PUR A1 172,19 / 5,49 / 9,48 / 3,74 / 8,85 G / L BIDON DE 10 L SOLUTE POUR HEMODIALYSE;HEMO-PUR A1;172,19 / 5,49 / 9,48 / 3,74 / 8,85 G / L;SOLUTE POUR HEMODIALYSE;BIDON DE 10 L;CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM  // CHLORURE DE MAGNESIUM  // ACIDE ACETIQUE;HEMOLAB PHARMA;96,00;60,00;57,14;1
HEMO-PUR A2 0 BIDON DE 10 L SOLUTE POUR HEMODIALYSE;HEMO-PUR A2;0;SOLUTE POUR HEMODIALYSE;BIDON DE 10 L;CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM  // CHLORURE DE MAGNESIUM  // ACIDE ACETIQUE;HEMOLAB PHARMA;107,40;67,10;63,90;1
HEMO-PUR A2 0 BIDON DE 5 L SOLUTE POUR HEMODIALYSE;HEMO-PUR A2;0;SOLUTE POUR HEMODIALYSE;BIDON DE 5 L;CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM  // CHLORURE DE MAGNESIUM  // ACIDE ACETIQUE;HEMOLAB PHARMA;63,20;39,50;37,62;1
HEMO-PUR A2 0 BIDON DE 6 L SOLUTE POUR HEMODIALYSE;HEMO-PUR A2;0;SOLUTE POUR HEMODIALYSE;BIDON DE 6 L;CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM  // CHLORURE DE MAGNESIUM  // ACIDE ACETIQUE;HEMOLAB PHARMA;75,80;47,40;45,14;1
HEMO-PUR A5 0 BIDON DE 10 L SOLUTE POUR HEMODIALYSE;HEMO-PUR A5;0;SOLUTE POUR HEMODIALYSE;BIDON DE 10 L;CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM  // CHLORURE DE MAGNESIUM  // ACIDE ACETIQUE;HEMOLAB PHARMA;111,50;69,70;66,38;1
HEMO-PUR A5 0 1000 L TRANSCUVE;HEMO-PUR A5;0;TRANSCUVE;1000 L;SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE;HEMOLAB PHARMA;5 816,00;5 575,00;5 310,40;1
HEMO-PUR A5 210,62 / 5,21 / 9 / 3,55 / 6,31 G / L BIDON DE 5 L SOLUTE POUR HEMODIALYSE;HEMO-PUR A5;210,62 / 5,21 / 9 / 3,55 / 6,31 G / L;SOLUTE POUR HEMODIALYSE;BIDON DE 5 L;CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM  // CHLORURE DE MAGNESIUM  // ACIDE ACETIQUE;HEMOLAB PHARMA;65,60;41,00;39,05;1
HEMO-PUR A5 210,62 / 5,21 / 9 / 3,55 / 6,31 G / L BIDON DE 6 L SOLUTE POUR HEMODIALYSE;HEMO-PUR A5;210,62 / 5,21 / 9 / 3,55 / 6,31 G / L;SOLUTE POUR HEMODIALYSE;BIDON DE 6 L;CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM  // CHLORURE DE MAGNESIUM  // ACIDE ACETIQUE;HEMOLAB PHARMA;78,70;49,20;46,86;1
HEMO-PUR A6 NAN BIDON DE 10 L SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE AVEC BICARBONATE;HEMO-PUR A6;;SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE AVEC BICARBONATE;BIDON DE 10 L;CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM // CHLORURE DE CALCIUM // ACIDE ACETIQUE;HEMOLAB PHARMA;111,50;69,70;66,38;1
HEMO-PUR A6 NAN BIDON DE 5 L SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE AVEC BICARBONATE;HEMO-PUR A6;;SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE AVEC BICARBONATE;BIDON DE 5 L;CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM // CHLORURE DE CALCIUM // ACIDE ACETIQUE;HEMOLAB PHARMA;65,60;41,00;39,05;1
