NOM_COMPLET;Nom commercial;DOSAGE;FORME;PRESENTATION;DCI;FABRIQUANT;PPV;PH;PFHT;UNITES_PAR_BOITE
ZOLAM 15 MG BOITE DE 28 GELULE;ZOLAM;15 MG;GELULE;BOITE DE 28;LANSOPRAZOLE;PROMOPHARM;67,30;42,00;40,05;28
ZOLAM 30 MG BOITE DE 14 GELULE;ZOLAM;30 MG;GELULE;BOITE DE 14;LANSOPRAZOLE;PROMOPHARM;66,10;41,30;39,33;14
ZOLAM 30 MG BOITE DE 28 GELULE;ZOLAM;30 MG;GELULE;BOITE DE 28;LANSOPRAZOLE;PROMOPHARM;112,80;70,50;67,15;28
18-FDG RIM 250 MBQ / ML FLACON MONO DOSE DE 15 ML SOLUTION INJECTABLE;18-FDG RIM;250 MBQ / ML;SOLUTION INJECTABLE;FLACON MONO DOSE DE 15 ML;FLUDESOXYGLUCOSE (18F);RIM PHARMA;4 303,00;4 018,00;3 827,33;1
ALTEC 10 MG BOITE DE 30 GELULE;ALTEC;10 MG;GELULE;BOITE DE 30;RAMIPRIL;RIM PHARMA;80,00;50,00;47,62;30
ALTEC 2,5 MG BOITE DE 30 GELULE;ALTEC;2,5 MG;GELULE;BOITE DE 30;RAMIPRIL;RIM PHARMA;36,90;23,10;21,96;30
ALTEC 5 MG BOITE DE 30 GELULE;ALTEC;5 MG;GELULE;BOITE DE 30;RAMIPRIL;RIM PHARMA;46,40;29,00;27,62;30
APADEX LP 1,5 MG BOITE DE 30 COMPRIME PELLICULE A LIBERATION PROLONGEE;APADEX LP;1,5 MG;COMPRIME PELLICULE A LIBERATION PROLONGEE;BOITE DE 30;INDAPAMIDE;RIM PHARMA;29,30;18,30;17,44;30
DULASTAN 500 MG / 2 MG BOITE DE 20 COMPRIME SECABLE;DULASTAN;500 MG / 2 MG;COMPRIME SECABLE;BOITE DE 20;PARACETAMOL // THIOCOLCHICOSIDE;RIM PHARMA;34,60;21,60;20,58;20
GEMCITABINE KABI 38 MG / ML FLACON DE 10 ML POUDRE POUR SOLUTION POUR PERFUSION;GEMCITABINE KABI;38 MG / ML;POUDRE POUR SOLUTION POUR PERFUSION;FLACON DE 10 ML;GEMCITABINE CHLORHYDRATE;RIM PHARMA;256,00;160,60;152,97;1
GEMCITABINE KABI 38 MG / ML FLACON DE 100 ML POUDRE POUR SOLUTION POUR PERFUSION;GEMCITABINE KABI;38 MG / ML;POUDRE POUR SOLUTION POUR PERFUSION;FLACON DE 100 ML;GEMCITABINE CHLORHYDRATE;RIM PHARMA;1 212,00;939,00;894,55;1
GEMCITABINE KABI 38 MG / ML FLACON DE 50 ML POUDRE POUR SOLUTION POUR PERFUSION;GEMCITABINE KABI;38 MG / ML;POUDRE POUR SOLUTION POUR PERFUSION;FLACON DE 50 ML;GEMCITABINE CHLORHYDRATE;RIM PHARMA;971,00;691,00;658,35;1
IRINOTECAN KABI 20 MG / ML FLACON DE 2 ML SOLUTION A DILUER POUR PERFUSION;IRINOTECAN KABI;20 MG / ML;SOLUTION A DILUER POUR PERFUSION;FLACON DE 2 ML;IRINOTECAN;RIM PHARMA;506,00;336,00;320,54;1
IRINOTECAN KABI 20 MG / ML FLACON DE 5 ML SOLUTION A DILUER POUR PERFUSION;IRINOTECAN KABI;20 MG / ML;SOLUTION A DILUER POUR PERFUSION;FLACON DE 5 ML;IRINOTECAN;RIM PHARMA;1 166,00;892,00;849,80;1
LETROX 50 ΜG BOITE DE 100 COMPRIME SECABLE;LETROX;50 µg;COMPRIME SECABLE;BOITE DE 100;LEVOTHYROXINE;RIM PHARMA;35,80;22,40;21,30;100
LETROX 50 ΜG BOITE DE 50 COMPRIME SECABLE;LETROX;50 µg;COMPRIME SECABLE;BOITE DE 50;LEVOTHYROXINE;RIM PHARMA;20,80;13,00;12,40;50
MEDZAR 100 MG BOITE DE 30 COMPRIME PELLICULE;MEDZAR;100 MG;COMPRIME PELLICULE;BOITE DE 30;LOSARTAN (POTASSIQUE);RIM PHARMA;128,00;80,00;76,19;30
MEDZAR 50 MG BOITE DE 30 COMPRIME PELLICULE;MEDZAR;50 MG;COMPRIME PELLICULE;BOITE DE 30;LOSARTAN (POTASSIQUE);RIM PHARMA;65,00;40,60;38,69;30
OLYNZA 10 MG BOITE DE 30 COMPRIME PELLICULE;OLYNZA;10 MG;COMPRIME PELLICULE;BOITE DE 30;OLANZAPINE;RIM PHARMA;272,00;170,20;162,10;30
OLYNZA 5 MG BOITE DE 30 COMPRIME PELLICULE;OLYNZA;5 MG;COMPRIME PELLICULE;BOITE DE 30;OLANZAPINE;RIM PHARMA;156,40;97,80;93,11;30
OXALIPLATINE KABI 5 MG / ML BOITE D'UN FLACON DE 10 ML SOLUTION A DILUER POUR PERFUSION;OXALIPLATINE KABI;5 MG / ML;SOLUTION A DILUER POUR PERFUSION;BOITE D'UN FLACON DE 10 ML;OXALIPLATINE;RIM PHARMA;852,00;566,00;539,42;1
OXALIPLATINE KABI 5 MG / ML BOITE D'UN FLACON DE 20 ML SOLUTION A DILUER POUR PERFUSION;OXALIPLATINE KABI;5 MG / ML;SOLUTION A DILUER POUR PERFUSION;BOITE D'UN FLACON DE 20 ML;OXALIPLATINE;RIM PHARMA;1 197,00;923,00;879,85;1
PACLITAXEL KABI 6 MG / ML FLACON DE 16,7 ML SOLUTION A DILUER POUR PERFUSION;PACLITAXEL KABI;6 MG / ML;SOLUTION A DILUER POUR PERFUSION;FLACON DE 16,7 ML;PACLITAXEL;RIM PHARMA;1 081,00;803,00;765,69;1
PACLITAXEL KABI 6 MG / ML FLACON DE 5 ML SOLUTION A DILUER POUR PERFUSION;PACLITAXEL KABI;6 MG / ML;SOLUTION A DILUER POUR PERFUSION;FLACON DE 5 ML;PACLITAXEL;RIM PHARMA;490,00;325,00;310,27;1
PACLITAXEL KABI 6 MG / ML FLACON DE 50 ML SOLUTION A DILUER POUR PERFUSION;PACLITAXEL KABI;6 MG / ML;SOLUTION A DILUER POUR PERFUSION;FLACON DE 50 ML;PACLITAXEL;RIM PHARMA;2 069,00;1 821,00;1 735,02;1
PARACETAMOL MACOPHARMA 10 MG / ML POCHE DE 100 ML SOLUTION POUR PERFUSION;PARACETAMOL MACOPHARMA;10 MG / ML;SOLUTION POUR PERFUSION;POCHE DE 100 ML;PARACETAMOL;RIM PHARMA;28,20;17,60;16,77;1
PARACETAMOL MACOPHARMA 10 MG / ML POCHE DE 50 ML SOLUTION POUR PERFUSION;PARACETAMOL MACOPHARMA;10 MG / ML;SOLUTION POUR PERFUSION;POCHE DE 50 ML;PARACETAMOL;RIM PHARMA;15,60;9,70;9,29;1
SIMVACOL 40 MG BOITE DE 28 COMPRIME PELLICULE;SIMVACOL;40 MG;COMPRIME PELLICULE;BOITE DE 28;SIMVASTATINE;RIM PHARMA;73,40;45,90;43,69;28
SIMVACOL 40 MG BOITE DE 56 COMPRIME PELLICULE;SIMVACOL;40 MG;COMPRIME PELLICULE;BOITE DE 56;SIMVASTATINE;RIM PHARMA;129,20;80,70;76,90;56
VANTEC 10 MG BOITE DE 15 COMPRIME ENROBE SECABLE;VANTEC;10 MG;COMPRIME ENROBE SECABLE;BOITE DE 15;CETIRIZINE (DICHLORHYDRATE);RIM PHARMA;19,00;11,80;11,29;15
VANTEC 10 MG BOITE DE 30 COMPRIME ENROBE SECABLE;VANTEC;10 MG;COMPRIME ENROBE SECABLE;BOITE DE 30;CETIRIZINE (DICHLORHYDRATE);RIM PHARMA;35,20;22,00;20,97;30
ACTEMRA 200 MG / 10 ML BOITE DE 1 FLACON DE 20 ML SOLUTION A DILUER POUR PERFUSION;ACTEMRA;200 MG / 10 ML;SOLUTION A DILUER POUR PERFUSION;BOITE DE 1 FLACON DE 20 ML;TOCILIZUMAB;ROCHE S.A;2 848,00;2 520,00;2 400,00;1
ACTEMRA 400 MG / 20 ML BOITE DE 1 FLACON DE 20 ML SOLUTION A DILUER POUR PERFUSION;ACTEMRA;400 MG / 20 ML;SOLUTION A DILUER POUR PERFUSION;BOITE DE 1 FLACON DE 20 ML;TOCILIZUMAB;ROCHE S.A;5 296,00;5 040,00;4 800,00;1
ACTEMRA 80 MG / 4 ML BOITE DE 1 FLACON DE 10 ML SOLUTION A DILUER POUR PERFUSION;ACTEMRA;80 MG / 4 ML;SOLUTION A DILUER POUR PERFUSION;BOITE DE 1 FLACON DE 10 ML;TOCILIZUMAB;ROCHE S.A;1 279,00;1 008,00;960,00;1
ANEXATE 0,5 MG / 5 ML BOITE DE 5 AMPOULE DE 5 ML SOLUTION INJECTABLE (IV);ANEXATE;0,5 MG / 5 ML;SOLUTION INJECTABLE (IV);BOITE DE 5 AMPOULE DE 5 ML;FLUMAZENIL;ROCHE S.A;948,00;667,00;635,30;5
AVASTIN 100 MG / 4 ML BOITE DE 1 FLACON - AMPOULE DE 4 ML CONCENTRE POUR PREPARATION D'UNE SOLUTION POUR PERFUSION;AVASTIN;100 MG / 4 ML;CONCENTRE POUR PREPARATION D'UNE SOLUTION POUR PERFUSION;BOITE DE 1 FLACON - AMPOULE DE 4 ML;BEVACIZUMAB;ROCHE S.A;2 908,00;2 581,00;2 459,00;1
AVASTIN 400 MG / 16 ML BOITE DE 1 FL-AMPOULE DE 16 ML CONCENTRE POUR PREPARATION D'UNE SOLUTION POUR PERFUSION;AVASTIN;400 MG / 16 ML;CONCENTRE POUR PREPARATION D'UNE SOLUTION POUR PERFUSION;BOITE DE 1 FL-AMPOULE DE 16 ML;BEVACIZUMAB;ROCHE S.A;9 510,00;9 332,00;8 932,00;1
BACTRIM FORTE 800 MG / 160 MG BOITE DE 10 COMPRIME;BACTRIM FORTE;800 MG / 160 MG;COMPRIME;BOITE DE 10;SULFAMETHOXAZOLE // TRIMETHOPRIME;STERIPHARMA;31,40;19,60;18,69;10
BACTRIM FORTE 800 MG / 160 MG BOITE DE 20 COMPRIME;BACTRIM FORTE;800 MG / 160 MG;COMPRIME;BOITE DE 20;SULFAMETHOXAZOLE // TRIMETHOPRIME;STERIPHARMA;58,70;36,70;34,96;20
BACTRIM NOURRISSONS ET ENFANTS 200 MG / 40 MG DANS 5 ML FLACON DE 100 ML SUSPENSION BUVABLE;BACTRIM NOURRISSONS ET ENFANTS;200 MG / 40 MG DANS 5 ML;SUSPENSION BUVABLE;FLACON DE 100 ML;SULFAMETHOXAZOLE // TRIMETHOPRIME;STERIPHARMA;26,30;16,50;15,69;1
BONDRONAT 6 MG / 6 ML BOITE DE 1 AMPOULE DE 6 ML CONCENTRE DE SOLUTION POUR PERFUSION;BONDRONAT;6 MG / 6 ML;CONCENTRE DE SOLUTION POUR PERFUSION;BOITE DE 1 AMPOULE DE 6 ML;ACIDE IBANDRONIQUE;SOTHEMA;2 718,00;2 386,00;2 273,32;1
BONDRONAT 50 MG BOITE DE 28 COMPRIME PELLICULE;BONDRONAT;50 MG;COMPRIME PELLICULE;BOITE DE 28;ACIDE IBANDRONIQUE;SOTHEMA;2 771,00;2 441,00;2 324,97;28
CELLCEPT 250 MG BOITE DE 100 CAPSULE;CELLCEPT;250 MG;CAPSULE;BOITE DE 100;MYCOPHENOLATE MOFETIL;ROCHE S.A;931,00;650,00;619,60;100
CELLCEPT 500 MG BOITE DE 50 COMPRIME;CELLCEPT;500 MG;COMPRIME;BOITE DE 50;MYCOPHENOLATE MOFETIL;ROCHE S.A;832,00;553,00;526,81;50
COPEGUS 200 MG BOITE DE 168 COMPRIME PELLICULE;COPEGUS;200 MG;COMPRIME PELLICULE;BOITE DE 168;RIBAVIRINE;ROCHE S.A;1 688,00;1 429,00;1 361,13;168
COPEGUS 200 MG BOITE DE 42 COMPRIME PELLICULE;COPEGUS;200 MG;COMPRIME PELLICULE;BOITE DE 42;RIBAVIRINE;ROCHE S.A;5 510,00;5 260,00;5 010,07;42
CYMEVENE 500 MG BOITE DE 1 FLACON LYOPHILISAT POUR USAGE PARENTERAL;CYMEVENE;500 MG;LYOPHILISAT POUR USAGE PARENTERAL;BOITE DE 1 FLACON;GANCICLOVIR;BOTTU;537,00;357,00;340,00;1
DILATREND 25 MG BOITE DE 30 COMPRIME;DILATREND;25 MG;COMPRIME;BOITE DE 30;CARVEDILOL;BOTTU;125,00;78,10;74,42;30
DILATREND 6,25 MG BOITE DE 30 COMPRIME;DILATREND;6,25 MG;COMPRIME;BOITE DE 30;CARVEDILOL;BOTTU;71,10;44,40;42,30;30
DORMICUM 5 MG / 5 ML BOITE DE 10 AMPOULES DE 5 ML SOLUTION INJECTABLE;DORMICUM;5 MG / 5 ML;SOLUTION INJECTABLE;BOITE DE 10 AMPOULES DE 5 ML;MIDAZOLAM;ROCHE S.A;194,80;121,40;108,37;10
GAZYVA 1000 MG / 40 ML BOITE DE 1 FLACON DE 40 ML SOLUTION A DILUER POUR PERFUSION;GAZYVA;1000 MG / 40 ML;SOLUTION A DILUER POUR PERFUSION;BOITE DE 1 FLACON DE 40 ML;OBINUTUZUMAB;ROCHE S.A;25 900,00;25 400,00;25 000,00;1
HERCEPTIN 600 MG / 5 ML BOITE D'UN FLACON SOLUTION INJECTABLE;HERCEPTIN;600 MG / 5 ML;SOLUTION INJECTABLE;BOITE D'UN FLACON;TRASTUZUMAB;ROCHE S.A;10 533,00;10 335,00;9 935,00;1
HERCEPTIN 150 MG BOITE DE 1 FLACON DE 15 ML LYOPHILISAT POUR PERFUSION IV;HERCEPTIN;150 MG;LYOPHILISAT POUR PERFUSION IV;BOITE DE 1 FLACON DE 15 ML;TRASTUZUMAB;ROCHE S.A;4 261,00;3 975,00;3 786,00;1
INHIBACE 2,5 MG BOITE DE 28 COMPRIME ENROBE;INHIBACE;2,5 MG;COMPRIME ENROBE;BOITE DE 28;CILAZAPRIL;ROCHE S.A;109,70;68,60;65,30;28
INHIBACE 5 MG BOITE DE 28 COMPRIME ENROBE;INHIBACE;5 MG;COMPRIME ENROBE;BOITE DE 28;CILAZAPRIL;ROCHE S.A;179,90;112,40;107,09;28
KADCYLA 100 MG BOITE D'UN FLACON DE 15 ML POUDRE STERILE POUR SOLUTION A DILUER POUR PERFUSION;KADCYLA;100 MG;POUDRE STERILE POUR SOLUTION A DILUER POUR PERFUSION;BOITE D'UN FLACON DE 15 ML;TRASTUZUMAB;ROCHE S.A;15 226,00;14 935,00;14 535,86;1
KADCYLA 160 MG BOITE D'UN FLACON DE 20 ML POUDRE STERILE POUR SOLUTION A DILUER POUR PERFUSION;KADCYLA;160 MG;POUDRE STERILE POUR SOLUTION A DILUER POUR PERFUSION;BOITE D'UN FLACON DE 20 ML;TRASTUZUMAB;ROCHE S.A;24 122,00;23 657,00;23 257,24;1
RIVOTRIL 2 MG BOITE DE 30 COMPRIME QUADRISECABLE;RIVOTRIL;2 MG;COMPRIME QUADRISECABLE;BOITE DE 30;CLONAZEPAM;BOTTU;19,20;12,00;11,42;30
KONAKION MM 10 MG / ML BOITE DE 5 AMPOULES DE 1 ML SOLUTION DE MICELLES MIXTES POUR INJECTION OU VOIE ORALE;KONAKION MM;10 MG / ML;SOLUTION DE MICELLES MIXTES POUR INJECTION OU VOIE ORALE;BOITE DE 5 AMPOULES DE 1 ML;VITAMINE K1;BOTTU;62,00;38,70;36,89;5
KONAKION MM PEDIATRIQUE 2 MG / 0,2 ML BOITE DE 5 AMPOULES DE 0,2 ML SOLUTION POUR USAGE ORAL OU PARENTERAL (IM/IV);KONAKION MM PEDIATRIQUE;2 MG / 0,2 ML;SOLUTION POUR USAGE ORAL OU PARENTERAL (IM/IV);BOITE DE 5 AMPOULES DE 0,2 ML;VITAMINE K1;BOTTU;115,90;72,40;69,00;5
LEXOMIL 6 MG BOITE DE 30 COMPRIME QUADRISECABLE;LEXOMIL;6 MG;COMPRIME QUADRISECABLE;BOITE DE 30;BROMAZEPAM;ROCHE S.A;42,80;26,70;23,84;30
MABTHERA 100 MG / 10 ML BOITE DE 2 FLACON DE 10 ML SOLUTION A DIULUER POUR PERFUSION IV;MABTHERA;100 MG / 10 ML;SOLUTION A DIULUER POUR PERFUSION IV;BOITE DE 2 FLACON DE 10 ML;RITUXIMAB;ROCHE S.A;4 208,00;3 920,00;3 734,00;2
MABTHERA 500 MG / 50 ML BOITE DE 1 FLACON DE 50 ML SOLUTION A DIULUER POUR PERFUSION IV;MABTHERA;500 MG / 50 ML;SOLUTION A DIULUER POUR PERFUSION IV;BOITE DE 1 FLACON DE 50 ML;RITUXIMAB;ROCHE S.A;9 735,00;9 552,00;9 152,00;1
MADOPAR 250 MG 200 MG / 50 MG BOITE DE 100 COMPRIME QUADRISECABLE;MADOPAR 250 MG;200 MG / 50 MG;COMPRIME QUADRISECABLE;BOITE DE 100;LEVODOPA // BENZERAZIDE;ROCHE S.A;279,00;185,50;176,64;100
MIRCERA 100 ΜG / 0,3 ML BOITE DE 1 SERINGUE PRE-REMPLIE DE 0,3 ML SOLUTION INJECTABLE;MIRCERA;100 µG / 0,3 ML;SOLUTION INJECTABLE;BOITE DE 1 SERINGUE PRE-REMPLIE DE 0,3 ML;METHOXYPOLYETHYLENE GLYCOL EPOETINE BETA;ROCHE S.A;2 516,00;2 142,00;1 913,39;1
MIRCERA 120 Μ G / 0,3 ML BOITE DE 1 SERINGUE PRE-REMPLIE DE 0,3 ML SOLUTION INJECTABLE;MIRCERA;120 µ G / 0,3 ML;SOLUTION INJECTABLE;BOITE DE 1 SERINGUE PRE-REMPLIE DE 0,3 ML;METHOXYPOLYETHYLENE GLYCOL EPOETINE BETA;ROCHE S.A;2 366,00;1 989,00;1 776,59;1
MIRCERA 150 ΜG / 0,3 ML BOITE DE 1 SERINGUE PRE-REMPLIE DE 0,3 ML SOLUTION INJECTABLE;MIRCERA;150 µG / 0,3 ML;SOLUTION INJECTABLE;BOITE DE 1 SERINGUE PRE-REMPLIE DE 0,3 ML;METHOXYPOLYETHYLENE GLYCOL EPOETINE BETA;ROCHE S.A;3 559,00;3 213,00;2 868,91;1
MIRCERA 200 ΜG / 0,3 ML BOITE DE 1 SERINGUE PRE-REMPLIE DE 0,3 ML SOLUTION INJECTABLE;MIRCERA;200 µG / 0,3 ML;SOLUTION INJECTABLE;BOITE DE 1 SERINGUE PRE-REMPLIE DE 0,3 ML;METHOXYPOLYETHYLENE GLYCOL EPOETINE BETA;ROCHE S.A;4 586,00;4 267,00;3 810,51;1
MIRCERA 250 ΜG / 0,3 ML BOITE DE 1 SERINGUE PRE-REMPLIE DE 0,3 ML SOLUTION INJECTABLE;MIRCERA;250 µG / 0,3 ML;SOLUTION INJECTABLE;BOITE DE 1 SERINGUE PRE-REMPLIE DE 0,3 ML;METHOXYPOLYETHYLENE GLYCOL EPOETINE BETA;ROCHE S.A;5 761,00;5 472,00;4 886,52;1
MIRCERA 30 ΜG / 0,3 ML BOITE DE 1 SERINGUE PRE-REMPLIE DE 0,3 ML SOLUTION INJECTABLE;MIRCERA;30 µG / 0,3 ML;SOLUTION INJECTABLE;BOITE DE 1 SERINGUE PRE-REMPLIE DE 0,3 ML;METHOXYPOLYETHYLENE GLYCOL EPOETINE BETA;ROCHE S.A;750,00;497,00;444,15;1
MIRCERA 50 ΜG / 0,3 ML BOITE DE 1 SERINGUE PRE-REMPLIE DE 0,3 ML SOLUTION INJECTABLE;MIRCERA;50 µG / 0,3 ML;SOLUTION INJECTABLE;BOITE DE 1 SERINGUE PRE-REMPLIE DE 0,3 ML;METHOXYPOLYETHYLENE GLYCOL EPOETINE BETA;ROCHE S.A;1 366,00;1 072,00;957,49;1
MIRCERA 75 ΜG / 0,3 ML BOITE DE 1 SERINGUE PRE-REMPLIE DE 0,3 ML SOLUTION INJECTABLE;MIRCERA;75 µG / 0,3 ML;SOLUTION INJECTABLE;BOITE DE 1 SERINGUE PRE-REMPLIE DE 0,3 ML;METHOXYPOLYETHYLENE GLYCOL EPOETINE BETA;ROCHE S.A;1 895,00;1 616,00;1 443,05;1
PEGASYS 135 ΜG / ML BOITE DE 1 SERINGUE PRE-REMPLIE SOLUTION INJECTABLE;PEGASYS;135 µG / ML;SOLUTION INJECTABLE;BOITE DE 1 SERINGUE PRE-REMPLIE;PEGINTERFERON ALFA-2A;ROCHE S.A;1 929,00;1 676,00;1 597,08;1
PEGASYS 180 ΜG / ML BOITE DE 1 SERINGUE PRE-REMPLIE SOLUTION INJECTABLE;PEGASYS;180 µG / ML;SOLUTION INJECTABLE;BOITE DE 1 SERINGUE PRE-REMPLIE;PEGINTERFERON ALFA-2A;ROCHE S.A;2 245,00;2 002,00;1 907,29;1
PERJETA 420 MG BOITE DE 1 FLACON DE 20 ML SOLUTION POUR PERFUSION;PERJETA;420 MG;SOLUTION POUR PERFUSION;BOITE DE 1 FLACON DE 20 ML;PERTUZUMAB;ROCHE S.A;25 900,00;25 400,00;25 000,00;1
RECORMON 2000 UI / 0,3 ML BOITE DE 6 SERINGUES PRE-REMPLIES SOLUTION INJECTABLE;RECORMON;2000 UI / 0,3 ML;SOLUTION INJECTABLE;BOITE DE 6 SERINGUES PRE-REMPLIES;EPOETINE BETA;ROCHE S.A;1 156,00;882,00;840,00;6
RECORMON 3000 UI / 0,3 ML BOITE DE 6 SERINGUES PRE-REMPLIES SOLUTION INJECTABLE;RECORMON;3000 UI / 0,3 ML;SOLUTION INJECTABLE;BOITE DE 6 SERINGUES PRE-REMPLIES;EPOETINE BETA;ROCHE S.A;1 585,00;1 323,00;1 260,00;6
RECORMON 30000 UI / 0,6 ML BOITE DE 4 SERINGUES PRE-REMPLIES SOLUTION INJECTABLE;RECORMON;30000 UI / 0,6 ML;SOLUTION INJECTABLE;BOITE DE 4 SERINGUES PRE-REMPLIES;EPOETINE BETA;ROCHE S.A;8 968,00;8 800,00;8 400,00;4
RECORMON 5000 UI / 0,3 ML BOITE DE 6 SERINGUES PRE-REMPLIES SOLUTION INJECTABLE;RECORMON;5000 UI / 0,3 ML;SOLUTION INJECTABLE;BOITE DE 6 SERINGUES PRE-REMPLIES;EPOETINE BETA;ROCHE S.A;2 542,00;2 205,00;2 100,00;6
ROACCUTANE 10 MG BOITE DE 30 CAPSULE;ROACCUTANE;10 MG;CAPSULE;BOITE DE 30;ISOTRETINOINE;ROCHE S.A;221,00;138,30;123,46;30
ROACCUTANE 20 MG BOITE DE 30 CAPSULE;ROACCUTANE;20 MG;CAPSULE;BOITE DE 30;ISOTRETINOINE;ROCHE S.A;344,00;228,00;203,97;30
ROCEPHINE 1 G 1 FLACON POUDRE LYOPHILISEE IM;ROCEPHINE;1 G;POUDRE LYOPHILISEE IM;1 FLACON;CEFTRIAXONE (SODIQUE);ROCHE S.A;119,20;74,30;66,30;1
ROCEPHINE 1 G 1 FLACON POUDRE LYOPHILISEE IV;ROCEPHINE;1 G;POUDRE LYOPHILISEE IV;1 FLACON;CEFTRIAXONE (SODIQUE);ROCHE S.A;114,30;71,20;63,59;1
ROCEPHINE 2 G 1 FLACON PERFUSION;ROCEPHINE;2 G;PERFUSION;1 FLACON;CEFTRIAXONE (SODIQUE);ROCHE S.A;295,00;195,80;174,81;1
ROCEPHINE 250 MG 1 FLACON POUDRE LYOPHILISEE IM;ROCEPHINE;250 MG;POUDRE LYOPHILISEE IM;1 FLACON;CEFTRIAXONE (SODIQUE);ROCHE S.A;58,80;36,60;32,71;1
ROCEPHINE 250 MG 1 FLACON POUDRE LYOPHILISEE IV;ROCEPHINE;250 MG;POUDRE LYOPHILISEE IV;1 FLACON;CEFTRIAXONE (SODIQUE);ROCHE S.A;58,80;36,60;32,71;1
ROCEPHINE 500 MG 1 FLACON POUDRE LYOPHILISEE IM;ROCEPHINE;500 MG;POUDRE LYOPHILISEE IM;1 FLACON;CEFTRIAXONE (SODIQUE);ROCHE S.A;80,80;50,30;44,93;1
ROCEPHINE 500 MG 1 FLACON POUDRE LYOPHILISEE IV;ROCEPHINE;500 MG;POUDRE LYOPHILISEE IV;1 FLACON;CEFTRIAXONE (SODIQUE);ROCHE S.A;86,40;53,80;48,06;1
ROFERON-A 3 MUI SERINGUE EN VERRE PRE-REMPLIE SOLUTION INJECTABLE;ROFERON-A;3 MUI;SOLUTION INJECTABLE;SERINGUE EN VERRE PRE-REMPLIE;INTERFERON ALFA-2A;ROCHE S.A;269,00;179,40;170,83;1
ROFERON-A 9 MUI SERINGUE EN VERRE PRE-REMPLIE SOLUTION INJECTABLE;ROFERON-A;9 MUI;SOLUTION INJECTABLE;SERINGUE EN VERRE PRE-REMPLIE;INTERFERON ALFA-2A;ROCHE S.A;764,00;508,00;484,17;1
TAMIFLU 75 MG BOITE DE 10 GELULE;TAMIFLU;75 MG;GELULE;BOITE DE 10;OSELTAMIVIR;ROCHE S.A;301,00;200,00;190,59;10
TARCEVA 100 MG BOITE DE 30 COMPRIME PELLICULE;TARCEVA;100 MG;COMPRIME PELLICULE;BOITE DE 30;ERLOTINIB;ROCHE S.A;14 878,00;14 595,00;14 195,00;30
TARCEVA 150 MG BOITE DE 30 COMPRIME PELLICULE;TARCEVA;150 MG;COMPRIME PELLICULE;BOITE DE 30;ERLOTINIB;ROCHE S.A;9 451,00;9 274,00;8 874,00;30
VALIUM 10 MG BOITE DE 30 COMPRIME SECABLE;VALIUM;10 MG;COMPRIME SECABLE;BOITE DE 30;DIAZEPAM;ROCHE S.A;22,70;14,20;13,52;30
VALIUM 5 MG BOITE DE 40 COMPRIME SECABLE;VALIUM;5 MG;COMPRIME SECABLE;BOITE DE 40;DIAZEPAM;ROCHE S.A;20,00;12,50;11,93;40
VALIUM GOUTTES 0,01 SOLUTION BUVABLE EN FLACON DE 20 ML SOLUTION BUVABLE;VALIUM GOUTTES;0,01;SOLUTION BUVABLE;SOLUTION BUVABLE EN FLACON DE 20 ML;DIAZEPAM;ROCHE S.A;26,80;16,70;15,94;1
XELODA 500 MG BOITE DE 120 COMPRIME PELLICULE;XELODA;500 MG;COMPRIME PELLICULE;BOITE DE 120;CAPECITABINE;BOTTU;1 983,00;1 732,00;1 650,00;120
XENICAL 120 MG BOITE DE 42 CAPSULE;XENICAL;120 MG;CAPSULE;BOITE DE 42;ORLISTAT;BOTTU;510,00;339,00;323,24;42
XENICAL 120 MG BOITE DE 84 CAPSULE;XENICAL;120 MG;CAPSULE;BOITE DE 84;ORLISTAT;BOTTU;926,00;645,00;614,47;84
ZELBORAF 240 MG BOITE DE 56 COMPRIME PELLICULE;ZELBORAF;240 MG;COMPRIME PELLICULE;BOITE DE 56;VEMURAFENIB;ROCHE S.A;15 010,00;14 724,00;14 324,00;56
ACIDE ZOLEDRONIQUE SP 4 MG / 5 ML BOITE DE 1 FLACON DE 5 ML SOLUTION A DILUER POUR PERFUSION;ACIDE ZOLEDRONIQUE SP;4 MG / 5 ML;SOLUTION A DILUER POUR PERFUSION;BOITE DE 1 FLACON DE 5 ML;ACIDE ZOLEDRONIQUE;AMANYS PHARMA;1 255,00;983,00;936,50;1
ALBUNORM 200 MG / ML BOITE DE 1 FLACON DE 100 ML SOLUTION POUR PERFUSION;ALBUNORM;200 MG / ML;SOLUTION POUR PERFUSION;BOITE DE 1 FLACON DE 100 ML;ALBUMINE HUMAINE;AMANYS PHARMA;1 096,00;819,00;780,50;1
ALBUNORM 200 MG / ML BOITE DE 1 FLACON DE 50 ML SOLUTION POUR PERFUSION;ALBUNORM;200 MG / ML;SOLUTION POUR PERFUSION;BOITE DE 1 FLACON DE 50 ML;ALBUMINE HUMAINE;AMANYS PHARMA;638,00;424,00;403,86;1
AMIFLOX 2 MG / ML POCHE DE 100 ML SOLUTION POUR PERFUSION;AMIFLOX;2 MG / ML;SOLUTION POUR PERFUSION;POCHE DE 100 ML;CIPROFLOXACINE (CHLORHYDRATE);AMANYS PHARMA;133,60;83,50;79,55;1
